reviews
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 36
Heb ik gekozen voor mijn dochter"
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
snel bezorgd. Ben zeer tevreden."
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Op eigen maat kopen"
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Valt wel klein, volgens de maat is xxl maat 44, echter zit maat 44 normaal ruimer bij mij dan deze xxl."
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 36
Leuke stoere style, zacht roze van binnen"
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 36
Leuk cadeau voor vrouw"
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 36
Heb ik gekozen voor mijn dochter"
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
snel bezorgd. Ben zeer tevreden."
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Op eigen maat kopen"
"Geschreven bij ONLAVA FAUX LEATHER BIKER OTW NOOS
Zit heerlijk en blijft mooi"
"Geschreven bij Only Ava Faux Leather Dames Jack Groen maat 38
Mooi jasje en draagt comfortabel.
Ruikt niet erg lekker maar is zowel open als dicht een heel leuk jasje voor binnen- als buitenshuis."
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Mooi jasje, netjes afgewerkt, valt op maat. Verzending was zeer snel."
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Erg mooi jas,lijkt op een leren jas"
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Fijne Jack, mooie kleur en zit heerlijk
Zeker aan te bevelen.. als die ook in wit is of crème hou ik mij aanbevolen
Top product.."
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 40
mooie jas .
Fijne stof .
alleen jammer dat het niet op maat valt want al een maat groter genomen als normaal als nog zit hij krap"
Lichte regenjas
"Is super handig om zo'n regenjas in je tas te hebben voor als het opeens begint te regenen! Zeer goede prijs/kwaliteit verhouding. Ik ben er blij mee, een prima product!"
"Voor de gevraagde prijs verwacht je een jas van dik plastic, die meerdere keren meegaat.
Deze jas is echter zeer dun en kwetsbaar en duidelijk gemaakt voor eenmalig gebruik."
Het is meer een wegwerp regenjas.
"Dit is geen regenjas,dit is een plasticjas
Erg teleurgesteld"
"Dit is geen regenjas, dit is een poncho"
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat M
Super leuke jas. Klassiek maar toch ook sportief. Kleur staat omschreven als bruin maar is eerder roze... Jas heeft zakken maar zijn niet open. Zelf wel snel kunnen oplossen met een tornmesje. Valt op maat."
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat L
Goede pasvorm, fijn als tussenjas."
"Geschreven bij ONLY ONLSEDONA BOUCLE WOOL COAT OTW Dames Jas - Maat S
Heerlijke jas. Ik vind hem lekker warm en staat mooi. Lekker grote capuchon, daar hou ik van. Maat is ook goed,gewoon mijn eigen maat. Leuk dat de jas jas gemeleerd is, net even anders dan gewoon zwart. En nu een super mooi prijsje. Bij overige webshops nog 90 euro en dat vind k te prijzig. Dus erg blij weer met bol.com."
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat XL
De jas is echt leuk vooral de kap vind ik geweldig. Past mooi aan, een goeie jas voor het tussen seizoen. Ik ben tevreden. En ook belangrijk heel betaalbaar."
Mooie jas goed voor alle gelegenheid
"Goede maat, fijne stof en mooie afwerking"
"Naar aanleiding van eerdere reviews over dat de jas klein valt, zat ik te twijfelen welke maat ik zou kiezen. Ik zit vaak tussen S en M in. Maat M besteld. Het is een mooi aangesloten model en hij zit niet krap."
Valt klein en rits stottert terwijl &#039;t wel een lekkere jas is. Ik heb maat S maar heb een M besteld en toch valt ie klein
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XS
Dit jasje valt niet een beetje klein, maar echt heel klein. Ik heb voor mijn dochter (maat 164/xs) een L moeten bestellen. M had net gekund denk ik zonder al te dikke truien eronder.

Verder leuk model."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Jas valt klein ik had M besteld en die paste net aan en normaal heb ik zelfs vaak S van jassen. De jas heeft geen ritsen in de zakken en daardoor vallen je spullen (sleutels, telefoon) er zo uit. Ik heb de jas daarom ook teruggestuurd."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Slechte kwaliteit 1 maal gewassen en de naden vezelen uit . Niet aan te raden"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Het is de perfecte tussenjas/herfstjas"
"Prima jas; had alleen iets langer moeten zijn, is 120 cm lang maar dat is inclusief de capuchon en daar heb ik me op verkeken want ik had gerekend vanaf de schouder. Kan wel goed in combinatie met een regenbroek anders krijg je natte knieen. Verder is de jas prima; heb hem al een aantal keren gedragen in de stromende regen en je hoofd en bovenlichaam blijven lekker droog."
"Precies de jas die ik al een tijdje zocht!
Past over mijn jas en is dus makkelijk aan en uit te doen."
"Lekker ruim, dus past over mijn eigen jas. Heb er nog geen gebruik van gemaakt, maar zal vast niet lang duren voor hij aan kan!"
"makkelijk over jas te dragen, kwaliteit goed.
snelle levering en een goede prijs."
"Prima jas, goede prijs kwaliteit verhouding. Past vrijwel iedereen."
Goed en snel
"Geschreven bij ONLAVA FAUX LEATHER BIKER OTW NOOS
Zit heerlijk en blijft mooi"
"Geschreven bij Only Ava Faux Leather Dames Jack Groen maat 38
Mooi jasje en draagt comfortabel.
Ruikt niet erg lekker maar is zowel open als dicht een heel leuk jasje voor binnen- als buitenshuis."
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Mooi jasje, netjes afgewerkt, valt op maat. Verzending was zeer snel."
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Erg mooi jas,lijkt op een leren jas"
"Geschreven bij ONLY ONLAVA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Fijne Jack, mooie kleur en zit heerlijk
Zeker aan te bevelen.. als die ook in wit is of crème hou ik mij aanbevolen
Top product.."
"mooie jas .
Fijne stof .
alleen jammer dat het niet op maat valt want al een maat groter genomen als normaal als nog zit hij krap"
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Groen - Maat 42
mooie jas ...de kleur is ook zoals op de foto... mooie lengte.."
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Blauw - Maat 42
Echt een mooie jas. zit perfect maar helaas de mouwen veel te lang. Daarom retour. Jammer!"
"Geschreven bij BJØRNSON Ella Stepjack Tussenjas Dames - Winddicht - Maat 48 - Zwart
Prima jas winddicht maar valt erg klein let daar op"
"Geschreven bij BJØRNSON Ella Stepjack Tussenjas Dames - Winddicht - Maat 52 - Donkerblauw
Het is een heerlijk goed en fijn zittende jas."
"Geschreven bij BJØRNSON Ella Stepjack Tussenjas Dames - Winddicht - Maat 50 - Fuchsia Roze
Prachtig jasje , normaal maat 48 nu in 50 besteld maar voor mooi 52 moeten nemen.
Dus bestel zeker 1 a 2 maten groter"
"Geschreven bij BJØRNSON Ella Stepjack Tussenjas Dames - Winddicht - Maat 42 - Zwart
Echt een superfijn mooie jas"
"Geschreven bij BJØRNSON Ella Stepjack Tussenjas Dames - Winddicht - Maat 48 - Donkerblauw
Deze jas heb ik in het groen en hij bevalt mij zo goed voor die prijs dat ik nu een blauwe gekocht heb. Een klein nadeel is dat de voering soms een stukje onder de mouw uitkomt. Maar dat neem ik erbij want het is een fijn jasje om te dragen."
"Geschreven bij BJØRNSON Ella Stepjack Tussenjas Dames - Winddicht - Maat 46 - Donkerblauw
Heerlijk jasje maar ik vind de mouwen te dik. Voelt opgepompt. Vandaar 4 sterren."
"Geschreven bij ONLY ONLLINE X-LONG TRENCHCOAT OTW NOOS Dames Trenchcoat - Maat S
Mooie jas"
"Geschreven bij ONLY ONLLORCA CANVAS PARKA CC OTW Dames - Maat XL
Valt op maat. Leuke tussenjas met kap. Mooie kleur."
"Geschreven bij ONLY ONLLORCA CANVAS PARKA CC OTW Dames - Maat L
Mooie jas, valt klein. Mouwen zijn strak.
Heb altijd maat L. Helaas terug moeten sturen"
"Geschreven bij Urban Classics Bomber jacket -L- Satin Roze
Zit super lekker"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat M
Naar aanleiding van eerdere reviews over dat de jas klein valt, zat ik te twijfelen welke maat ik zou kiezen. Ik zit vaak tussen S en M in. Maat M besteld. Het is een mooi aangesloten model en hij zit niet krap."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat M
Valt klein en rits stottert terwijl &#039;t wel een lekkere jas is. Ik heb maat S maar heb een M besteld en toch valt ie klein"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XS
Dit jasje valt niet een beetje klein, maar echt heel klein. Ik heb voor mijn dochter (maat 164/xs) een L moeten bestellen. M had net gekund denk ik zonder al te dikke truien eronder.

Verder leuk model."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Jas valt klein ik had M besteld en die paste net aan en normaal heb ik zelfs vaak S van jassen. De jas heeft geen ritsen in de zakken en daardoor vallen je spullen (sleutels, telefoon) er zo uit. Ik heb de jas daarom ook teruggestuurd."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Slechte kwaliteit 1 maal gewassen en de naden vezelen uit . Niet aan te raden"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Het is de perfecte tussenjas/herfstjas"
"Geschreven bij NOISY MAY NMDEBRA L/S BLACK DENIM JACKET NOOS Dames Jas - Maat XL
Mooi jasje, goede pasvorm"
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Groen - Maat 42
mooie jas ...de kleur is ook zoals op de foto... mooie lengte.."
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Blauw - Maat 42
Echt een mooie jas. zit perfect maar helaas de mouwen veel te lang. Daarom retour. Jammer!"
"Geschreven bij Mac in a Sac Origin 2 Regenjas Unisex - Neon Groen - Maat L
Kopen"
"Geschreven bij Mac in a Sac Origin 2 Regenjas Unisex - Neon Geel - Maat XL
Echt een topper. Waterdicht, zit gemakkelijk, niets dan voordelen."
"Geschreven bij Mac in a Sac Origin 2 Regenjas Unisex - Neon Geel - Maat L
Heerlijk licht en compact om mee te nemen, geen last van zweten; ademt goed."
"Geschreven bij Mac in a Sac Origin 2 Regenjas Unisex - Neon Geel - Maat L
Makkelijk mee te nemen, goed zichtbaar"
"Geschreven bij Mac in a Sac Origin 2 Regenjas Unisex - Neon Geel - Maat L
Felle opvallende kleur"
"Geschreven bij Mac in a Sac Origin 2 Regenjas Unisex - Neon Geel - Maat XL
Super opvallende jas bij regenachtig en mistig weer.
Zit goed en is waterdicht.
Ook tijdens een hoosbui"
"Geschreven bij ONLY ONLNEWTAHOE HOOD WAISTCOAT OTW Dames Jas - Maat XL
Mooie en fijne bodywarmer. Hij is niet dik maar geeft wrl genoeg warmte. lichtgewicht en klein en makkelijk opvouwbaar mocht je hem tijdens een wandeling uit doen. valt mooi lang."
"Geschreven bij ONLY ONLNEWTAHOE HOOD WAISTCOAT OTW Dames Jas - Maat M
Perfecte maat"
"Geschreven bij ONLY ONLVALERIE TRENCHCOAT OTW NOOS Dames - Maat S
Super blij mee. Past perfect. Ik had de jas ietwat groter verwacht maar het zat gelijk goed. Kort model. Ik heb een maat S besteld, gelijk aan maat 36. Ook zeer geschikt voor dames die niet zo lang zijn."
"Geschreven bij JDY JDYNEWERICA SHORT HOOD JACKET OTW NOOS Dames Jas - Maat M
Mijn dochter kwam thuis nat"
"Geschreven bij JDY JDYNEWERICA SHORT HOOD JACKET OTW NOOS Dames Jas - Maat XL
Is een leuke lentejas om te dragen bij een temperatuur van ongeveer 7C a 15C en is ook goed voor de regen als je niet stilstaat in de regen! :D
Ik ben blij mee en ik raad het aan! :)"
"Geschreven bij ONLY ONLTIA LIFE DNM JACKET BB MB BEX02 NOOS Dames Jas - Maat 38
Super mooi jasje, het valt wel erg klein dus ik heb in plaats van een S die ik normaal heb nu een M moeten bestellen"
"Geschreven bij ONLY ONLTIA LIFE DNM JACKET BB MB BEX02 NOOS Dames Jas - Maat 38
Soepele stof valt goed op maat"
"Geschreven bij ONLY ONLTIA LIFE DNM JACKET BB MB BEX02 NOOS Dames Jas - Maat 44
Super lekker spijkerjasje. Makkelijk overal op te dragen. Echt als jas in de zomer en in de winter binnen"
"Geschreven bij ONLY ONLTIA LIFE DNM JACKET BB MB BEX02 NOOS Dames Jas - Maat 44
Nooit gedacht dat een spijkerjasje ook lekker kon zitten. Heerlijke stretch stof dus die gaat niet meer uit!! Oja, mouwen zijn eindelijk lang genoeg!!!"
"Mooi stevig en goed van kleur!
Van mij had hij wel iets langer gemogen."
"Leuk comfortabel jasje, soepele stretch stof"
"Geschreven bij ONLY ONLLINE X-LONG TRENCHCOAT OTW NOOS Dames Trenchcoat - Maat S
Mooie jas"
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Groen - Maat 42
mooie jas ...de kleur is ook zoals op de foto... mooie lengte.."
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Blauw - Maat 42
Echt een mooie jas. zit perfect maar helaas de mouwen veel te lang. Daarom retour. Jammer!"
"Geschreven bij BJØRNSON Släppa PU Parka Jas / Regenjas Dames - Waterdicht - Maat 46 - Blauw
Mooie pasvorm en valt goed op maat"
"Geschreven bij BJØRNSON Släppa PU Parka Jas / Regenjas Dames - Waterdicht - Maat 46 - Blauw
Vanmorgen de waterdichte regenjas aan gedaan, jammer dat de capuchon geen riempje op de achterkant heeft om deze wat in te nemen, nu viel hij steeds over mijn gezicht. Verder is het een fijne jas."
kreeg de regenjas keurig verpakt. Snel geleverd zoals beloofd. draagd fijn. het enigste minpuntje is de capuchon die is heel groot. Maar u bent niet de enige hoor. wel jammer natuurlijk.
"Geschreven bij BJØRNSON Släppa PU Parka Jas / Regenjas Dames - Waterdicht - Maat 44 - Blauw
Heb een uur met de jas aan in de regen gelopen. De jas is niet waterdicht. Had natte plekken in mijn blouse."
"Uitvinding van de eeuw
Lekker warm en snelle levering"
"Heel tevreden, cadeau voor mijn vrouw vrij laat besteld en toch mooi op tijd geleverd. Goed verpakt werkt perfect en oogt mooi en degelijk."
"perfecte elektrische jas!!Verdient zichzelf in zeer korte tijd terug doordat de verwarming praktisch uit kan.
Jammer dat zoiets nog niet te krijgen is op 230 volt .(net als bij een elektrische deken).Hopelijk komt dat nog ooit!
Bij de huidige energieprijzen een uitstekend middel om energie te besparen zonder het koud te hebben.
Ideaal kledingstuk voor vrijgezelle kou kleumers!
Koop hem niet te klein want ze zijn gemaakt voor chinese ( kleine)mensen.Als jouw maat medium is koop hem dan in maat large anders is hij te klein!"
Handige warme jas en mooi
"Zeer tevreden, werkt perfect!"
"Mijn zoontje heeft er heel veel plezier van, vooral ideaal met vissen in deze tijd."
Mooie warme bodywarmer. Ben er heel blij mee
"Geschreven bij JDY JDYSKYLAR PADDED HOOD WAISTCOAT OTW NOOS Dames Gilet - Maat L
Mooie bodywarmer, zit heerlijk"
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - Maat 36
Wat ik goed vind aan dit artikel: voldoet aan verwachting."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - Maat 36
Houdt niet warm"
"Geschreven bij Ralka Regenjas Dames - Mizzle - Zwart - Maat 40
Heerlijke jas"
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - Maat 36
Normaal gesproken vallen jassen mij groot, maar deze zit precies goed! Stinkt inderdaad als hij net uit de verpakking komt, maar een uurtje buiten uithangen lost dit op! Erg blij mee :D Had ik al veel eerder aan moeten schaffen."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Donkergroen - Maat 36
Maat 36/S gekocht. Valt super. Taille zelf af te stellen door touw aan de binnenkant en valt bij mijn smalle lijf niet als een vuilniszak zoals vele andere jassen. Langere mouwen aan de bovenkant, echt over nagedacht. Zelfs voor mijn lange armen is hij super. Geen binnenvoering en stinkt naar plastic, maar verwacht dat dit minder word. Heerlijk diepe steekzakken. Capuchon valt ook goed. Als ik dit had geweten had ik m eerder gekocht."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - 44
Mooie kleur, grote kap, lange mouwen en diepe zakken. Enkel vallen de maten toch wat klein uit."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - Maat 36
Wat ik goed vind aan dit artikel: voldoet aan verwachting."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - Maat 36
Houdt niet warm"
"Geschreven bij Ralka Regenjas Dames - Mizzle - Zwart - Maat 40
Heerlijke jas"
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - Maat 36
Normaal gesproken vallen jassen mij groot, maar deze zit precies goed! Stinkt inderdaad als hij net uit de verpakking komt, maar een uurtje buiten uithangen lost dit op! Erg blij mee :D Had ik al veel eerder aan moeten schaffen."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Donkergroen - Maat 36
Maat 36/S gekocht. Valt super. Taille zelf af te stellen door touw aan de binnenkant en valt bij mijn smalle lijf niet als een vuilniszak zoals vele andere jassen. Langere mouwen aan de bovenkant, echt over nagedacht. Zelfs voor mijn lange armen is hij super. Geen binnenvoering en stinkt naar plastic, maar verwacht dat dit minder word. Heerlijk diepe steekzakken. Capuchon valt ook goed. Als ik dit had geweten had ik m eerder gekocht."
"Geschreven bij Ralka Regenjas Dames - Mizzle - Roze/Wit - 44
Mooie kleur, grote kap, lange mouwen en diepe zakken. Enkel vallen de maten toch wat klein uit."
"Geschreven bij BJØRNSON FIA Winterparka Dames - Winddicht - Waterafstotend - Gewatteerd Gevoerd - Capuchon - Warm - Outdoor Damesjas - Winterjas - Maat 38 - Donkerblauw
Enigste minpunt is de rits"
"Geschreven bij BJØRNSON Fia Winterparka Dames - Winddicht - Waterafstotend - Maat 42 - Zwart
Fij e warme jas maar inderdaad de rits is echt heel rot.
Als ik buk dan knapt er wat dingen maar ik dacht dat ik hem iets te groot had gekocht maar ja daardoor is er wat stuk"
"Geschreven bij BJØRNSON Fia Winterparka Dames - Winddicht - Waterafstotend - Maat 42 - Zwart
Heerlijke warme jas maat is goed"
"Geschreven bij BJØRNSON FIA Winterparka Dames - Winddicht - Waterafstotend - Gewatteerd Gevoerd - Capuchon - Warm - Outdoor Damesjas - Winterjas - Maat 38 - Olijfgroen
Mooie warme jas , mooi kleur groen precies als op de foto
Tip ter voorkoming van vastlopende rits : de brede flap stof met naald en draad vast zetten zodat het niet tussen de rits komt te zitten want dat is erg irritant"
"Geschreven bij BJØRNSON FIA Winterparka Dames - Winddicht - Waterafstotend - Gewatteerd Gevoerd - Capuchon - Warm - Outdoor Damesjas - Winterjas - Maat 46 - Donkerblauw
Mooie jas en heerlijk warm"
"Geschreven bij BJØRNSON Fia Winterparka Dames - Winddicht - Waterafstotend - Maat 42 - Zwart
mooie en goede kwaliteit"
"Geschreven bij ONLY ONLSALLY RAINCOAT CC OTW Dames Jas - Maat M
Lekker warme en goede regenjas maar de mouwen zijn veel te kort gemaakt en dit is op de fiets toch wel een groot nadeel."
"Geschreven bij ONLY ONLSALLY RAINCOAT CC OTW Dames Jas - Maat L
Nog geen week oud, en de rits is al kapot"
"Geschreven bij ONLY ONLSALLY RAINCOAT CC OTW Dames Jas - Maat M
Binnen twee weken was de rits al kapot. De kwaliteit is echt ondermaats."
"Geschreven bij ONLY ONLSALLY RAINCOAT CC OTW Dames Jas - Maat L
Fijne jas"
"Geschreven bij ONLY ONLSALLY RAINCOAT CC OTW Dames Jas - Maat M
Een hele fijne jas en ook lekker warm. Ik had M en L besteld maar M gehouden (1.65/69 kg) en die past perfect."
Warme jas
"Geschreven bij ONLY ONLVALERIE TRENCHCOAT OTW NOOS Dames - Maat S
Super blij mee. Past perfect. Ik had de jas ietwat groter verwacht maar het zat gelijk goed. Kort model. Ik heb een maat S besteld, gelijk aan maat 36. Ook zeer geschikt voor dames die niet zo lang zijn."
"fijne stof, jas zit heerlijk.
echt een aanrader."
