reviews
"Geschreven bij ONLY ONLLINE X-LONG TRENCHCOAT OTW NOOS Dames Trenchcoat - Maat S
Mooie jas"
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Groen - Maat 42
mooie jas ...de kleur is ook zoals op de foto... mooie lengte.."
"Geschreven bij Travelin' Jack Sunniva Halflange Damesjas winddicht en waterafstotend - Blauw - Maat 42
Echt een mooie jas. zit perfect maar helaas de mouwen veel te lang. Daarom retour. Jammer!"
"Geschreven bij BJØRNSON Signe Softshell Winterjas Parka Dames - Teddy - Maat 52 - Tapenade
De jas is mooi, zit lekker en heeft een goede kwaliteit. Het is wel belangrijk om een aantal maten groter te bestellen als je er een trui of vest onder wil dragen. Hier moet je wel rekening mee houden."
"Geschreven bij BJØRNSON Signe Softshell Winterjas Parka Dames - Teddy - Maat 46 - Tapenade
Leuke jas, had al gelezen dat ie klein viel, dus expres 2 maten groter besteld. Zit prima als je verder naakt bent, maar met een spijkerbroek aan, zit ie wel echt aan de krappe kant.
Betwijfel ook of hij in een koude winter wel warm genoeg is, maar in dit herfstweer is het nog goed te doen.
conclusie; klein beetje teleurgesteld voor dit geld."
"Geschreven bij BJØRNSON Signe Softshell Winterjas Parka Dames - Teddy - Maat 48 - Tapenade
voor mij althans. Op zich mooi maar de maten kloppen voor ons niet.
maat 48 dan zijn de mouwen te lang en de breedte is zeker 15cm te krap.
Op zich een leuke kleur maar de maten kloppen niet met de onze
Mevr.Schulz Morgen wordt hij teruggestuurd."
"Geschreven bij BJØRNSON Signe Softshell Winterjas Parka Dames - Teddy - Maat 42 - Tapenade
Mooie kleur, dunne maar zeer warme jas. Valt echt klein, dus heb ik aanvankelijk 1 maat groter besteld en daarna deze geruild voor nog 1 maat groter en nu zit de jas goed. Prijs/kwaliteit is prima."
"Geschreven bij BJØRNSON Signe Softshell Winterjas Parka Dames - Teddy - Maat 42 - Tapenade
Ook al is het niet dik, het houdt je erg warm, het is erg comfortabel, de maat die ik heb gekozen past perfect. Een geweldige jas!"
"Geschreven bij BJØRNSON Signe Softshell Winterjas Parka Dames - Teddy - Maat 48 - Tapenade
vd rest oke,had de jas alleen warmer verwacht en dat ie de wind meer tegen zou houden ,maar oke"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat M
Naar aanleiding van eerdere reviews over dat de jas klein valt, zat ik te twijfelen welke maat ik zou kiezen. Ik zit vaak tussen S en M in. Maat M besteld. Het is een mooi aangesloten model en hij zit niet krap."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat M
Valt klein en rits stottert terwijl &#039;t wel een lekkere jas is. Ik heb maat S maar heb een M besteld en toch valt ie klein"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XS
Dit jasje valt niet een beetje klein, maar echt heel klein. Ik heb voor mijn dochter (maat 164/xs) een L moeten bestellen. M had net gekund denk ik zonder al te dikke truien eronder.

Verder leuk model."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Jas valt klein ik had M besteld en die paste net aan en normaal heb ik zelfs vaak S van jassen. De jas heeft geen ritsen in de zakken en daardoor vallen je spullen (sleutels, telefoon) er zo uit. Ik heb de jas daarom ook teruggestuurd."
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Slechte kwaliteit 1 maal gewassen en de naden vezelen uit . Niet aan te raden"
"Geschreven bij ONLY ONLTAHOE HOOD JACKET OTW Dames Jas - Maat XL
Het is de perfecte tussenjas/herfstjas"
Super leuke jas. Klassiek maar toch ook sportief. Kleur staat omschreven als bruin maar is eerder roze... Jas heeft zakken maar zijn niet open. Zelf wel snel kunnen oplossen met een tornmesje. Valt op maat.
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat L
Goede pasvorm, fijn als tussenjas."
"Geschreven bij ONLY ONLSEDONA BOUCLE WOOL COAT OTW Dames Jas - Maat S
Heerlijke jas. Ik vind hem lekker warm en staat mooi. Lekker grote capuchon, daar hou ik van. Maat is ook goed,gewoon mijn eigen maat. Leuk dat de jas jas gemeleerd is, net even anders dan gewoon zwart. En nu een super mooi prijsje. Bij overige webshops nog 90 euro en dat vind k te prijzig. Dus erg blij weer met bol.com."
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat XL
De jas is echt leuk vooral de kap vind ik geweldig. Past mooi aan, een goeie jas voor het tussen seizoen. Ik ben tevreden. En ook belangrijk heel betaalbaar."
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat L
Mooie jas goed voor alle gelegenheid"
"Geschreven bij ONLY ONLSEDONA LIGHT COAT OTW NOOS Dames Jas - Maat L
Goede maat, fijne stof en mooie afwerking"
Draagt fijn
Super leuke jas
"Geschreven bij ONLY ONLBANDIT FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 42
Leuk, stoer jasje maar zeker ook netjes te dragen. Leuk op een broek, rok of jurk. Maar klopt, zit heerlijk!"
"Geschreven bij ONLY ONLBANDIT FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 38
Mooie jas, prijs/kwaliteit prima, mat materiaal, niet blinkend"
"Geschreven bij ONLY ONLBANDIT FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 38
In het echt ziet het jasje ee nog mooier uit dan de foto's en zit perfect. Maatvoering klopt helemaal, superblij mee! Snelle levering ook, vrijdag besteld, zou dinsdag geleverd worden, zaterdag al binnen!"
"Geschreven bij ONLY ONLBANDIT FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 38
De maat valt precies goed, mouwen goed op lengte.
Een aanrader, materiaal niet overdreven glimmerig, een stoer en toch stijlvol jasje."
"Geschreven bij ONLY ONLVALERIE TRENCHCOAT OTW NOOS Dames - Maat S
Super blij mee. Past perfect. Ik had de jas ietwat groter verwacht maar het zat gelijk goed. Kort model. Ik heb een maat S besteld, gelijk aan maat 36. Ook zeer geschikt voor dames die niet zo lang zijn."
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 44
Valt wel klein, volgens de maat is xxl maat 44, echter zit maat 44 normaal ruimer bij mij dan deze xxl."
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 36
Leuke stoere style, zacht roze van binnen"
"Geschreven bij ONLY ONLGEMMA FAUX LEATHER BIKER OTW NOOS Dames Jas - Maat 36
Leuk cadeau voor vrouw"
