reviews
Helaas kwam het artikel met een scheur aan. De maat viel heel erg klein en vrij kort voor een lange man.
regaly good big Hood and its Perfect for netherland weather
"Mooie kleur groen, prima pasvorm in eigen maat, stoere, degelijke jas. Ook de afzonderlijke delen zijn modieus en praktisch te dragen. Zeker nu voor de helft van de prijs: aanrader. Mijn man is er blij mee."
Een prachtig Jack van Pall Mall. De kleur is koningsblauw. Een heerlijk tussenjack. Maat klopt.
De is zeer modieus en past bij bijna alle kleuren. Het is goed af gewerkt en ook de binnenkant is goed genoeg voorzien van zaken. Als het te fris is om zonder jas naar buiten te gaan en je trekt hem aan dan zit het en comfortabel
"Comfortabele jas, die mooi aansluit. Ik ben benieuwd of de stof ook ademend is, zoals op het label wordt vermeld."
WeFashion heeft de laatste jaren de neiging om veel te korte mouwen op hun kleding te zetten. Vooral bij winterjassen een probleem! Maar deze jas is ook voor mensen met lange armen fijn om te dragen! Ben er blij mee.
"Hele mooie heren mantel. Perfecte pasvorm, staat gelijk goed!"
"Juiste pasvorm, mooi materiaal. De jas ziet er netjes uit!"
Zeer mooie zomerjas. Goede afwerking. Kwaliteit zoals altijd bij Jack en Jones dik in orde. Valt wel klein dus maat groter bestellen.
Helaas kwam het artikel met een scheur aan. De maat viel heel erg klein en vrij kort voor een lange man.
regaly good big Hood and its Perfect for netherland weather
"Leuke jas, makkelijk voor op de fiets omdat hij winddicht is. Maat is prima, zoon is er super blij mee."
Zeer mooie zomerjas. Goede afwerking. Kwaliteit zoals altijd bij Jack en Jones dik in orde. Valt wel klein dus maat groter bestellen.
Helaas kwam het artikel met een scheur aan. De maat viel heel erg klein en vrij kort voor een lange man.
regaly good big Hood and its Perfect for netherland weather
Zeer mooie zomerjas. Goede afwerking. Kwaliteit zoals altijd bij Jack en Jones dik in orde. Valt wel klein dus maat groter bestellen.
Helaas kwam het artikel met een scheur aan. De maat viel heel erg klein en vrij kort voor een lange man.
regaly good big Hood and its Perfect for netherland weather
Jas valt op maat en de kleur is in het echt nog mooier. Fijne is ook dat deze waterbestendig is. Dus nooit meer een natte jas.
Had een korting van 62.30 kon ik niet laten lopen. Jas is perfect hier ga ik geen spijt van krijgen.
